epoch,accuracy,loss,val_accuracy,val_loss
69,0.8330000042915344,0.4421376585960388,0.8709999918937683,0.3315909802913666
70,0.8349999785423279,0.4495489299297333,0.8700000047683716,0.3638874590396881
71,0.8424999713897705,0.4389616847038269,0.8859999775886536,0.32010170817375183
72,0.8410000205039978,0.4355875849723816,0.8705000281333923,0.4037547707557678
73,0.8529999852180481,0.3788694441318512,0.8974999785423279,0.3068788945674896
74,0.8489999771118164,0.39898771047592163,0.8924999833106995,0.32686948776245117
75,0.8360000252723694,0.42053887248039246,0.8019999861717224,0.5434576869010925
76,0.8539999723434448,0.38079750537872314,0.8980000019073486,0.32154765725135803
77,0.8460000157356262,0.38310709595680237,0.9014999866485596,0.2845863103866577
78,0.8575000166893005,0.3726402819156647,0.8414999842643738,0.41987231373786926
79,0.8579999804496765,0.40626776218414307,0.8544999957084656,0.40774214267730713
80,0.8450000286102295,0.4103037118911743,0.7985000014305115,0.6153045296669006
81,0.8504999876022339,0.38495495915412903,0.8320000171661377,0.5025005340576172
82,0.8414999842643738,0.4168040156364441,0.8654999732971191,0.390729159116745
83,0.8479999899864197,0.40272432565689087,0.8604999780654907,0.4010370075702667
84,0.8700000047683716,0.34232640266418457,0.8980000019073486,0.29298606514930725
85,0.8654999732971191,0.3902231752872467,0.8980000019073486,0.2796398401260376
86,0.8659999966621399,0.34534963965415955,0.8500000238418579,0.43912366032600403
87,0.8629999756813049,0.3675816059112549,0.9045000076293945,0.267100989818573
88,0.871999979019165,0.34022217988967896,0.8485000133514404,0.41746586561203003
89,0.8794999718666077,0.33624789118766785,0.8859999775886536,0.31370049715042114
90,0.8684999942779541,0.3440678119659424,0.9164999723434448,0.24612095952033997
91,0.8740000128746033,0.3387289047241211,0.9254999756813049,0.22057829797267914
92,0.8690000176429749,0.3435307741165161,0.9355000257492065,0.20105688273906708
93,0.8659999966621399,0.3613016903400421,0.9365000128746033,0.19456596672534943
94,0.8774999976158142,0.3277260661125183,0.8985000252723694,0.28010982275009155
95,0.862500011920929,0.35747483372688293,0.909500002861023,0.26104581356048584
96,0.878000020980835,0.33526188135147095,0.9135000109672546,0.2638150751590729
97,0.8679999709129333,0.35485637187957764,0.9300000071525574,0.22460311651229858
98,0.8700000047683716,0.34734973311424255,0.8880000114440918,0.31723302602767944
99,0.8884999752044678,0.30226629972457886,0.8379999995231628,0.46388256549835205
